Key,Value
1,0.004247728061066799
2,0.0009721762296060409
3,0.003799402460352299
4,0.004009022859931015
5,0.002343019843770634
6,0.003061601333813724
7,0.004165415983902598
8,0.002085134169722916
9,0.0036086127276616182
10,0.004066027629224322
11,0.0037519910823687287
12,0.002662512698642752
13,0.004133803202979014
14,0.004119519168713131
15,0.0037272756104358494
16,0.0038361705013413815
17,0.004123562094990199
18,0.0039325350775476385
19,0.0036112513397711255
20,0.0038512456972373764
21,0.004076624763023625
22,0.0041282117748117865
23,0.0036999363778541425
24,0.003772549449400676
25,0.004191297997261903
26,0.004068725658950456
27,0.0020155527567998583
28,0.0039433015082192945
29,0.0038777162635867442
30,0.0021368931984321196
31,0.0031820758667880445
32,0.003809560165867949
33,0.00424618343614824
34,0.003926711700494574
35,0.004107567413566717
36,0.004184790802156217
37,0.004253632821768904
38,0.0036914037298620664
39,0.004093955199838915
40,0.0038830449340724145
41,0.004092105090772837
42,0.004116013182973303
43,0.003965263937754625
44,0.0025877185238131098
45,0.004072514202551977
46,0.002716479433607392
47,0.003914182599703442
48,0.0042601131442886134
49,0.004160033342265198
50,0.004380547978202739
51,0.0038838647113245586
52,0.003636640042480715
53,0.003956537354714007
54,0.0033120177589985376
55,0.003993467410742277
56,0.003957167879944798
57,0.003275098321846116
58,0.003057690038969311
59,0.0023738184116342967
60,0.0038139770016058605
61,0.0042857834636977074
62,0.004142476525745659
63,0.0040232117680294175
64,0.00358536971169014
65,0.004155837966159823
66,0.004093843801634988
67,0.003916948813953794
68,0.00426661000665829
69,0.004039225824687573
70,0.003941446619348529
71,0.004063246106863871
72,0.004073932841540655
73,0.003673210773012969
74,0.004101426101655186
75,0.00426691190722777
76,0.004186122589325914
77,0.004057152606250642
78,0.003995992165136474
79,0.004290629583745863
80,0.004211657193010152
81,0.003802437140966941
82,0.004147217360504429
83,0.0038818515910812304
84,0.002524230873409961
85,0.004023829505844127
86,0.003940043633519925
87,0.004252683953780634
88,0.004070088537192954
89,0.004229052603662938
90,0.004166260014240134
91,0.004149638636603358
92,0.004062664144276679
93,0.003689512644495768
94,0.0036842688884317163
95,0.004198271978091213
96,0.003116264297569864
97,0.004141191042314118
98,0.0036909775322951214
99,0.0013477768041806615
100,0.004244988314895725
101,0.0036119581861720675
102,0.003923404997743963
103,0.0005696923661571032
104,0.0005696923661571032
105,0.0009752018128083253
106,0.00402264785187845
107,0.004291573828099165
108,0.003916708538162489
109,0.0029274412184569884
110,0.0006623320921026375
111,0.0023274074247665063
112,0.00419781418569961
113,0.0041649650213890594
114,0.004060867763632351
115,0.003521186247627555
116,0.004031573535877476
117,0.003989891716944164
118,0.003285929292019303
119,0.0038421978092855113
120,0.0028970427617027224
121,0.003950708681995093
122,0.0037475266918948645
123,0.004005295687631638
124,0.0038973709083943864
125,0.0040803432051647074
126,0.00405405256488999
127,0.003925972126667794
128,0.0028546204207024273
129,0.004212740800956575
130,0.004121508382775378
131,0.0038354971454093666
132,0.004381782158614302
133,0.003951411311258455
134,0.004019814826198033
135,0.003968997854602043
136,0.003848840956675996
137,0.004264805845965721
138,0.004443018380109379
139,0.003788808523885893
140,0.004266816259728536
141,0.004190635176421968
142,0.004199392190459789
143,0.004089632071429286
144,0.00414713459477451
145,0.004211176435957832
146,0.00408148702193135
147,0.003895908445635949
148,0.004195993485378523
149,0.003883935673921552
150,0.0038092787291081074
151,0.004040960469873323
152,0.003963934474264027
153,0.0032375334739895255
154,0.002517246976004978
155,0.003926639113960268
156,0.0035499221325875577
157,0.0038555586634792883
158,0.004030769102580701
159,0.0039707141320097965
160,0.003938279435916136
161,0.004270959555553225
162,0.0041982791407795955
163,0.004287421407437919
164,0.004266661898719705
165,0.003978769724055321
166,0.004011540362355949
167,0.003921926034906082
168,0.004101034403263247
169,0.004059119072724387
170,0.004290172881118729
171,0.0038801263786256077
172,0.002984018708841402
173,0.0039301273032466225
174,0.003991207722145882
175,0.003430756414676895
176,0.00266565357395779
177,0.004085182631722929
178,0.0036004321429456802
179,0.0040449551717167435
180,0.003993218828238448
181,0.004238186035228681
182,0.0038119367807872223
183,0.0036245210619211465
184,0.0026351359899891226
185,0.0038977658893114184
186,0.004292982863809574
187,0.003010172851808242
188,0.004270956088150177
189,0.003978804394557992
190,0.0034414330163788013
191,0.003919697121441689
192,0.003821707165666054
193,0.0039310432250367275
194,0.0032765795260828157
195,0.004041067578121517
196,0.004040920212566203
197,0.004163490836228835
198,0.004152117991940766
199,0.0007458206366360757
200,0.0036927790337235845
201,0.0036070292877410067
202,0.0036767981130247105
203,0.003865071771217724
204,0.0023238600808947883
205,0.003957889418926657
206,0.003779946305937295
207,0.0031470125333347312
208,0.0038427836598886912
209,0.004024926268646597
210,0.004018111810279689
211,0.00414889947402627
212,0.0037814362689061417
213,0.003948518001797556
214,0.0033421745524868382
215,0.0039832199486751286
216,0.004154883049861883
217,0.003827501886103989
218,0.003981669936458344
219,0.003926054924361784
220,0.0038307688295071292
221,0.0037875803877993304
222,0.0038002420521030533
223,0.004223459525126857
224,0.003860310339642397
225,0.0042132881696721695
226,0.004170496458174814
227,0.004095083604196289
228,0.00420023983510035
229,0.004221473042701162
230,0.004331653886020207
231,0.004291305122541724
232,0.004153517264798594
233,0.004225541918459193
234,0.004229309584196857
235,0.003961917665376335
236,0.004235772786260306
237,0.004236801821422789
238,0.004211508339067073
239,0.004206683444739978
240,0.0031663436950739206
241,0.00385910033493276
242,0.003919219022382769
243,0.004065585109524641
244,0.004187909461967094
245,0.0031973439636721894
246,0.004246117377632667
247,0.003964709506344395
248,0.0038502771124531753
249,0.004104877838327096
250,0.003758789938473696
251,0.002993800390829673
252,0.003764707770978913
253,0.0024774631494871363
254,0.003886721905170725
255,0.004155509482495465
256,0.004238437530928752
257,0.003765351567671282
258,0.004033350975706818
259,0.003920216392780353
260,0.004066753575037799
261,0.004232710312779725
262,0.0040907660659667295
263,0.004259681669035365
265,0.004381782158614301
264,0.0038061772890397028
